"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyIPercent","uncertaintyOPixel","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyAreaPercent","uncertaintyPerimeterPixel","uncertaintyPerimeterPercent","uncertaintytotalPixel","uncertaintytotalPercent","middleX","middleY","middleIGRID","middleOGRID"
"2527",358,358,350885,NA,NA,NA,"","","","",NA,NA,-1,-1,1363,1361,1365,315,315,"keine ausreichende Einbindung und Information der Sicherheitsbeauftragten über sicherheitsrelevante Faktoren","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",60,"classic","SI8",1363,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2529",358,358,350921,NA,NA,NA,"","","","",NA,NA,-1,-1,1365,1363,1401,316,316,"Gefährdung des Abklingbeckens durch Bestandsabriss in Nähe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",61,"classic","SI9",1365,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","Baumaßnahmen","Gefährdung des Grundwassers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2531",358,358,350957,NA,NA,NA,"","","","",NA,NA,-1,-1,1401,1365,1367,317,317,"Verbesserung der technischen Betriebssicherheit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",62,"classic","TE1",1401,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2533",358,358,350993,NA,NA,NA,"","","","",NA,NA,-1,-1,1367,1401,1403,318,318,"Beschädigung bzw. Beeinträchtigung der Betriebsbereitschaft sensibler medizintechnischer Geräte (z. B. SPECT Kameras, Szintillationskristalle) Bestand und Siedlungsgut","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",63,"classic","TE2",1367,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","	- Abriss <br>- Erschütterungen <br>- Temperaturschwankungen <br>- Staubentwicklung","Gefährdung der Patient:innensicherheit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535",358,358,351029,NA,NA,NA,"","","","",NA,NA,-1,-1,1403,1367,1369,319,319,"Zusammenführung, Anbindung, Harmonisierung struktureller und technischer Standards und deren Auslegung (alt/neu) ==> Implementierung aktueller Haus- und Betriebstechnik","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",64,"classic","TE3",1403,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","	- Umsetzung eines Neubaus","	- moderne, gleichwertige technische Infrastruktur <br>- Anlagenredundanz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2537",358,358,351065,NA,NA,NA,"","","","",NA,NA,-1,-1,1369,1403,1371,322,322,"Fernwärme/Kälteversorgung für zukünftige Versorgung berücksichtigen (Neuverlegung, Trassenführung)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",65,"classic","TE4",1369,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2539",358,358,351101,NA,NA,NA,"","","","",NA,NA,-1,-1,1371,1369,1233,323,323,"Kollektorgänge für zukünftige Erweiterungen vorbereitet (Onkozentrum)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",66,"classic","TE5",1371,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2541",358,358,351137,NA,NA,NA,"","","","",NA,NA,-1,-1,1233,1371,1261,324,324,"keine absolute Staubfreiheit im Strahlenbereich für offene radioaktive Stoffe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",67,"classic","TE6",1233,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2543",358,358,351173,NA,NA,NA,"","","","",NA,NA,-1,-1,1261,1233,1263,340,340,"IT- und MT-Schnittstellenproblematiken zwischen den Einrichtungen werden nicht ausreichend berücksichtigt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",68,"classic","TE7",1261,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2545",358,358,351209,NA,NA,NA,"","","","",NA,NA,-1,-1,1263,1261,1265,341,341,"Hebeanlage CMZ-Abwasser befindet sich direkt am Baufeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",69,"classic","TE8",1263,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","","keine Abwasserentsorgung vom CMZ möglich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2547",358,358,351245,NA,NA,NA,"","","","",NA,NA,-1,-1,1265,1263,1267,342,342,"Statik der  zweiten  Med für Umbauten des Bestandes nicht geeignet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",70,"classic","TE9",1265,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","	- Zustand Altbestand","erhebliche Mehrkosten für Umbau und Abriss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2549",358,358,351281,9,4,4,"43.25","22.25","62.5","56",64,16,-1,-1,1267,1265,1373,343,343,"Lärm- und Staubbelästigung während der Bauphase der Patient:innen und Mitarbeiter:innen in den umliegenden Gebäude(-teile) ==> Nähe Notfallaufnahme ==> zentraler Verkehrsknotenpunkt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",71,"classic","UÖ1",1267,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","	- Unklare Definition der Anforderungen in den Ausschreibungsunterlagen <br>- Mangelhafte Kommunikation <br>- Mangelhafte Kontrollen <br>- Mangelndes Bewusstsein der Ausführenden <br>im Rahmen der Bautätigkeiten","	- Patient:innen und Mitarbeiter:innenunzufriedenheit <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- Höhere psychische Belastung der MA und Patient:innen <br> <br>",173,250,89,224,NA,3,4,3,4,TRUE,TRUE,NA,77,19.25,135,33.75,10395,6.496875,424,26.5,212,26.5,211.5,156.5,3,4
"2551",358,358,351317,19,5,5,"79","4.25","99.25","71",100,25,-1,-1,1373,1267,1235,325,325,"Integration ressourcenschonender Energienutzungsmodelle in die Projektplanung (Alternativenergie, Passivhausstandard, Grundwasserkühlung/-energiespeicherung, Photovoltaik (z. B. in Fassade integrieren oder am Dach), Erdwärme, Sonnenschutz - starke Lamellen, Fassadenfarbe, Niedertemperatur Heiz-Kühlsystem (Baukernaktivierung,  usw.)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",72,"classic","UÖ2",1373,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","","	- erhöhter Baukosteneinsatz <br>- zusätzliche Beschattung",316,397,17,284,NA,4,5,2,5,TRUE,TRUE,NA,81,20.25,267,66.75,21627,13.516875,696,43.5,348,43.5,356.5,150.5,5,4
"2553",358,358,351353,NA,NA,NA,"","","","",NA,NA,-1,-1,1235,1373,1237,326,326,"Erschütterungen während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",73,"classic","UÖ3",1235,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","Nähe Baufeld","	- Patient:innen und Mitarbeiter:innen Unzufriedenheit <br>- Schädigung etwaiger hochsensibler medizinsicher Geräte (z. B. SPECT Kamera, PET/CT) <br>- Beeinträchtigung bei Operationen <br>- Schädigung angrenzender Gebäude(-teile) <br>- Reduzierte Sicherheit der Patienten:innen und Mitarbeiter:innen <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- höhere psychische Belastung der MA und Patient:innen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2555",358,358,351389,NA,NA,NA,"","","","",NA,NA,-1,-1,1237,1235,1239,327,327,"unbekannte Einbauten im Boden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",74,"classic","UÖ4",1237,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","	- keine vorliegenden Unterlagen","	- Mehrkosten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557",358,358,351425,NA,NA,NA,"","","","",NA,NA,-1,-1,1239,1237,1241,328,328,"keine Kenntnis über das Ausmaß des kontaminierten Abbruchmaterials (Asbest, gefährliche Stoffe) und kontaminierte Einbauten im Baugrund","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",75,"classic","UÖ5",1239,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","alte Baureste (Sondermüll) z. B. Abriss Schilddrüsenambulanz","	- Mehrkosten <br>- Baustelleneinschränkungen <br>- (erhöhte) Umweltauflagen werden nicht eingehalten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2559",358,358,351461,NA,NA,NA,"","","","",NA,NA,-1,-1,1241,1239,1243,329,329,"Verunreinigung angrenzender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",76,"classic","UÖ6",1241,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","Abklingbecken der Nuklearmedizin","	- Mehrkosten <br>- Projektverzögerungen <br>- Image <br>- Verunreinigung des Grundwassers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2561",358,358,351497,NA,NA,NA,"","","","",NA,NA,-1,-1,1243,1241,1245,330,330,"Verunreinigung des Grundwasser","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",77,"classic","UÖ7",1243,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","	- bauliche Tätigkeiten","Verlust des Trinkwasser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2563",358,358,351533,NA,NA,NA,"","","","",NA,NA,-1,-1,1245,1243,1375,331,331,"unkontrollierter Wassereintritt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",78,"classic","UÖ8",1245,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","	- Hochwasserschutz wurde nicht ausreichend berücksichtigt <br>- mangelnde Abdeckarbeiten im Zuge der Bautätigkeiten","	- Personenschaden <br>- Sachschaden  <br>- Bauverzögerung <br>- Sach- bzw. Personenschaden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2565",358,358,351569,NA,NA,NA,"","","","",NA,NA,-1,-1,1375,1245,1247,332,332,"Förderungen lukrieren","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",79,"classic","UÖ9",1375,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","","Budgetschonung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2567",358,358,351605,NA,NA,NA,"","","","",NA,NA,-1,-1,1247,1375,1249,333,333,"Beschaffenheit des Baugrunds nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",80,"classic","UV1",1247,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","	- Materialaufbau <br>- Grundwasser <br>- Bestandseinbauten <br>- Kriegsdelikte","	- Mehrkosten <br>- zeitliche Verzögerung <br>- Gefährdung von Personen und Strukturen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2569",358,358,351641,NA,NA,NA,"","","","",NA,NA,-1,-1,1249,1247,1251,334,334,"Altbestand nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",81,"classic","UV2",1249,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","	- Gebäude am Baufeld tlw. in Betrieb <br>- Bestandsunterlagen zur Statik liegen nicht vor","	- Mehrkosten <br>- zeitliche Verzögerung Umsetzungsprojekt <br>- Gefährdung von Personen und Strukturen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2571",358,358,351677,NA,NA,NA,"","","","",NA,NA,-1,-1,1251,1249,1253,335,335,"nicht einschätzbare Beschaffungsmarkt-  und -angebotspreisentwicklung,","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",82,"classic","UV3",1251,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt durch fehlende Finanzierung nicht einhaltbar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2573",358,358,351713,NA,NA,NA,"","","","",NA,NA,-1,-1,1253,1251,1255,336,336,"nicht einschätzbare Verzögerungen, Unterbrechungen und Ausfälle von Lieferketten und Leistungen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",83,"classic","UV4",1253,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2575",358,358,351749,NA,NA,NA,"","","","",NA,NA,-1,-1,1255,1253,1257,337,337,"Konkurs von Auftragsnehmern","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",84,"classic","UV5",1255,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","","Bau- und Projektverzug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2577",358,358,351785,NA,NA,NA,"","","","",NA,NA,-1,-1,1257,1255,1259,338,338,"fehlende Bieter im Vergabeverfahren (z. B. Planer und ausführende Gewerke)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",85,"classic","UV6",1257,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","Marktsituation","Bau- und Projektverzug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2579",358,358,351821,NA,NA,NA,"","","","",NA,NA,-1,-1,1259,1257,0,339,339,"Änderung/Reduktion der/des medizinischen Leistungsplanung/-spektrums/-angebotsplanung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",86,"classic","UV7",1259,559,"classic","07.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,-1,"","	- keine umfassende Berücksichtigung des gesundheitspolitischen Bedarfs sowie der Nutzeranforderungen <br>- Reduktion der räumlichen Strukturen <br>- Neudefinition von Prozessen aufgrund eines veränderten diagnostischen Ablaufs <br>- betriebsorganisatorische und personalstrukturelle Veränderungen","	- keine Deckung der Nachfrage <br>- keine Erfüllung des Versorgungsauftrags",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2581",337,337,358401,240,4,3,"58.75","38.5","83.5","60.75",48,12,-1,-1,1269,0,1271,344,344,"keine umfangreiche Information aller Betroffenen und Beteiligten (z. B. zur weiteren (Unternehmens- und Abteilungs-)Strategie bzgl. Fortbestand der Therapiestation und des Zyklotron, sowie den Funktionsräumen von Gebäude 161 (SPECT/PET); Schilddrüsenspezialambulanz)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",1,"classic","BB1",1269,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- keine umfassende, zeitgerechte Einbindung und Kommunikation und Information durch in der Projektorganisation und das KD <br>- keine ausreichenden Ressourcenverfügbarkeit für Projekttermine usw. <br>- Masterplan nicht kommuniziert","	- Projektänderungswünsche <br>- Projektverzögerungen <br>- Nutzerunzufriedenheit <br>- keine Identifikation mit dem Projekt <br>- Skepsis, Ängste bzw. keine Zustimmung der Beteiligten und Betroffenen",235,334,154,243,NA,3,5,2,4,TRUE,TRUE,NA,99,24.75,89,22.25,8811,5.506875,376,23.5,188,23.5,284.5,198.5,4,3
"2583",337,337,358439,628,4,4,"60.75","47","80.5","66",64,16,-1,-1,1271,1269,1377,345,345,"Projektanforderungen ändern sich","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",2,"classic","BB2",1271,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"Beispiel: 
x-fache Planung Kopfzentrum in Geb. CHO","	- Wechsel der Nutzervertreter BO (z. B. durch Pensionierungen)  <br>- lange Projektlaufzeit","	- Kostensteigerungen <br>- zeitliche Verzögerungen <br>- Veränderung des technischen Standards zwischen Planung und Inbetriebnahme",243,322,188,264,NA,4,5,2,3,FALSE,TRUE,NA,79,19.75,76,19,6004,3.7525,310,19.375,155,19.375,282.5,226,4,3
"2585",337,337,358477,373,5,3,"68.5","45","96.75","67.75",60,15,-1,-1,1377,1271,1273,346,346,"Nutzung der Erfahrung der Beteiligten aus den Fachbereichen, Fachbereichsmitarbeiter:innen zu Beteiligten machen und einbeziehen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",3,"classic","BB3",1377,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","Frühzeitige Erhebung und Berücksichtigung von Schnittstellenproblemen und -defiziten",274,387,180,271,NA,4,5,2,3,TRUE,TRUE,NA,113,28.25,91,22.75,10283,6.426875,408,25.5,204,25.5,330.5,225.5,5,3
"2587",337,337,358515,276,3,4,"36.5","28.25","62","45.75",48,12,-1,-1,1273,1377,1275,347,347,"keine ausreichende Ressourcenverfügbarkeit bei den Betroffenen und Beteiligten (z. B. für Projektsitzungen im Rahmen der Planung, Umsetzung und Übersiedelung)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",4,"classic","BB4",1273,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"aus gegebener Fragestellung entstanden seltenst verzögerte Inbetriebnahmen","im Rahmen der Projektplanung werden Dienstpläne, Urlaubszeiten oder Zeiten intensiver zusätzlicher Tätigkeiten (z. B. Jahresabschluss) nicht berücksichtigt <br>(Fachbereiche, Hygiene)","	- Projektverzögerung <br>- verzögerte Inbetriebnahme",146,248,113,183,NA,2,4,3,4,TRUE,TRUE,NA,102,25.5,70,17.5,7140,4.4625,344,21.5,172,21.5,197,148,3,4
"2589",337,337,358553,130,4,3,"39.25","45.25","62.5","61.75",48,12,-1,-1,1275,1273,1277,348,348,"Abhängigkeiten der Projektumsetzung von Einzelpersonen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",5,"classic","BB5",1275,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","",157,250,181,247,NA,2,4,2,3,TRUE,TRUE,NA,93,23.25,66,16.5,6138,3.83625,318,19.875,159,19.875,203.5,214,3,3
"2591",337,337,358591,88,3,3,"40","42.5","59.75","59.25",36,9,-1,-1,1277,1275,1279,349,349,"Veränderte bzw. nicht/besonders wahrgenommene Zuständigkeit","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",6,"classic","BB6",1277,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","",160,239,170,237,NA,3,4,3,3,TRUE,TRUE,NA,79,19.75,67,16.75,5293,3.308125,292,18.25,146,18.25,199.5,203.5,3,3
"2593",337,337,358629,63,4,3,"62.25","46.25","78","60.5",48,12,-1,-1,1279,1277,1281,350,350,"neue, überzogene (An-)Forderungen der Nutzer/Partner","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",7,"classic","BB7",1279,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",249,312,185,242,NA,4,4,2,3,TRUE,TRUE,NA,63,15.75,57,14.25,3591,2.244375,240,15,120,15,280.5,213.5,4,3
"2595",337,337,358667,69,4,2,"63.75","69.25","79.75","83.5",32,8,-1,-1,1281,1279,1283,351,351,"Falsche oder nicht ausgesprochene Erwartungen durch Nutzer, Partner, Anrainer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",8,"classic","BB8",1281,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",255,319,277,334,NA,4,5,1,2,TRUE,TRUE,NA,64,16,57,14.25,3648,2.28,242,15.125,121,15.125,287,305.5,4,2
"2597",337,337,358705,48,3,3,"42.75","44.75","59.5","58.25",36,9,-1,-1,1283,1281,1285,352,352,"Überlastung des Projektteams","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",9,"classic","BB9",1283,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","mehrere gleichzeitig laufende Projekte","Projektverzögerung",171,238,179,233,NA,3,3,3,3,TRUE,TRUE,NA,67,16.75,54,13.5,3618,2.26125,242,15.125,121,15.125,204.5,206,3,3
"2599",337,337,358743,81,4,3,"62.25","45.25","81","63.25",48,12,-1,-1,1285,1283,1287,353,353,"mangelnde Unterstützung/Widerstand von Beteiligten und Betroffenen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",10,"classic","BB10",1285,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","Projektverzögerung",249,324,181,253,NA,4,5,2,3,TRUE,TRUE,NA,75,18.75,72,18,5400,3.375,294,18.375,147,18.375,286.5,217,4,3
"2601",337,337,358781,94,3,4,"41.25","25","66.5","42.75",48,12,-1,-1,1287,1285,1289,354,354,"langwierige Entscheidungsfindung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",11,"classic","OR1",1287,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- unklare Entscheidungs- und Freigabeprozesse <br>- unklare Zuständigkeiten <br>- keine klare Festlegung, Darstellung und Kommunikation des Projektaufbau und -ablauforganisations sowie der Entscheidungsmatrix <br>- Wechsel von Schlüsselpersonen","	- Projektverzögerung",165,266,100,171,NA,3,4,3,4,TRUE,TRUE,NA,101,25.25,71,17.75,7171,4.481875,344,21.5,172,21.5,215.5,135.5,3,4
"2603",337,337,358819,53,4,2,"65.5","67.75","82","82.75",32,8,-1,-1,1289,1287,1291,355,355,"unzureichende Kompetenz und Erfahrung des Projektleiter, Krankenhaushygienikers usw.","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",12,"classic","OR2",1289,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- Projektleiter bzw. Hygieniker ist zu kurz im Unternehmen, um die Struktur und Handlungsweisen des Unternehmens zu verstehen","	- Projektverzögerung",262,328,271,331,NA,4,5,1,2,TRUE,TRUE,NA,66,16.5,60,15,3960,2.475,252,15.75,126,15.75,295,301,4,2
"2605",337,337,358857,47,2,2,"45.25","56.75","62.5","69",16,4,-1,-1,1291,1289,1293,356,356,"keine Integration QMS und RMS","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",13,"classic","OR3",1291,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","",181,250,227,276,NA,3,4,2,3,TRUE,FALSE,NA,69,17.25,49,12.25,3381,2.113125,236,14.75,118,14.75,215.5,251.5,3,2
"2607",337,337,358895,40,4,3,"51","43.25","68","57.5",48,12,-1,-1,1293,1291,1295,357,357,"keine ausreichende Berücksichtigung/Koordination der vielen Beteiligten und/oder Schnittstellen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",14,"classic","OR4",1293,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","",204,272,173,230,NA,3,4,3,3,TRUE,TRUE,NA,68,17,57,14.25,3876,2.4225,250,15.625,125,15.625,238,201.5,3,3
