"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyOPixel","uncertaintyAreaPixel","uncertaintyPerimeterPixel","uncertaintytotalPixel","middleX","middleY","middleIGRID","middleOGRID","middleGRID"
"3659",324,324,600857,17,5,5,"79.25","4.5","97","20",100,25,-1,-1,1397,1381,1331,297,297,"Baufeldfreimachung für zukünftige Projekte","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",24,"classic","PF6",1397,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","HNO, 1. Med.","",317,388,320,382,"Grid55",4,5,5,5,TRUE,TRUE,NA,71,62,4402,266,133,352.5,351,5,5,"Grid55"
"3661",324,324,600909,13,NA,NA,"","","","",NA,NA,-1,-1,1331,1397,1309,298,298,"Gefährdung bestehender Zertifizierungen (ISO, Onko-Zentrum, UEMS, EMAS)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",25,"classic","PF7",1331,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3663",324,324,600961,25,3,1,"69.5","80.25","98","95.75",12,3,-1,-1,1309,1331,1311,281,281,"zusätzlicher Betrieb leer stehender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",26,"classic","PF8",1309,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- kein Abriss","	- Mehrkosten",278,392,17,79,"Grid13",4,5,2,1,FALSE,FALSE,NA,114,62,7068,352,176,335,48,5,1,"Grid15"
"3665",324,324,601013,13,4,1,"65.5","80","98.25","96.25",16,4,-1,-1,1311,1309,1313,282,282,"keine Berücksichtigung der Veränderung der medizinischen Standards von der Planung bis zur Fertigstellung (ca. 6 Jahre)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",27,"classic","PF9",1311,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","medizinische Weiterentwicklung und Innovationen in der Zukunft können nicht berücksichtigt werden","",262,393,15,80,"Grid14",4,5,2,1,FALSE,TRUE,NA,131,65,8515,392,196,327.5,47.5,5,1,"Grid15"
"3667",324,324,601065,6,4,1,"65.5","78","98.75","97.75",16,4,-1,-1,1313,1311,1315,283,283,"keine ausreichende Berücksichtigung von Kapazitäten, Zeit, Kosten in der Planung der Übersiedelung während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",28,"classic","PF10",1313,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","","	- Projektkosten können nicht eingehalten werden / werden wesentlich überschritten <br>- verzögerte Inbetriebnahme",262,395,9,88,"Grid14",4,5,2,1,FALSE,TRUE,NA,133,79,10507,424,212,328.5,48.5,5,1,"Grid15"
"3669",324,324,601117,12,4,1,"63.25","76.5","99.25","96.25",16,4,-1,-1,1315,1313,1317,284,284,"keine ausreichende Berücksichtigung der Schnittstellen zwischen Projekt und laufendem Betrieb (technisch)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",29,"classic","PF11",1315,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- keine ausreichenden technischen Gegebenheiten und Kapazitäten (Energie, Wasser, Klima, Gas, HT usw.)","	- Schnittstellenprobleme <br>- Mehrkosten",253,397,15,94,"Grid14",4,5,2,1,FALSE,TRUE,NA,144,79,11376,446,223,325,54.5,5,1,"Grid15"
"3671",324,324,601169,24,5,3,"62.5","74.5","98.5","96.75",60,15,-1,-1,1317,1315,1319,285,285,"negative Auswirkung und Beeinflussung des angrenzenden (laufenden) Betriebs","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",30,"classic","PF12",1317,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- Nähe zum Baufeld (Erschütterungen, Lärm, Staub) <br>- keine adäquate Baufeldabgrenzung","	- Einschränkgung im Bereich (z. B. Nukl.Med., Notfallaufnahmen, Zufahrt) <br>- klinische Abläufe <br>- Patient:innen- und Mitarbeiter:innensicherheit und -zufriedenheit <br>- Gerätesicherheit <br>- Hygiene <br>- Logistik <br>- Brandschutz uvm.",250,394,13,102,"Grid35",4,5,2,1,FALSE,TRUE,NA,144,89,12816,466,233,322,57.5,5,1,"Grid15"
"3673",324,324,601221,36,1,5,"3","4.25","23","26.25",20,5,-1,-1,1319,1317,1383,286,286,"Neu-Bewilligungen werden notwendig","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",31,"classic","PF13",1319,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- Abrisse","hohe Anforderungen mach Schließungen von Gebäuden notwendig",12,92,295,383,"Grid51",1,2,5,4,FALSE,TRUE,NA,80,88,7040,336,168,52,339,1,5,"Grid51"
"3675",324,324,601273,38,4,4,"4.75","0.5","92.5","100",64,16,-1,-1,1383,1319,1385,287,287,"Adaptierung/Modernisierung der räumlichen Strukturen an die Anforderungen des Versorgungsauftrags sowie an die Anforderungen der betroffenen Primär- und Sekundärversorgungsbereiche","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",32,"classic","PF14",1383,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- demographische Entwicklung <br>Allgemein: <br>- infrastrukturelle Veränderung <br>- personalstrukturelle Veränderung <br>- abrechnungstechnische Veränderung <br>- beschaffungsspezifische Veränderung <br>- besserer Patient:innenkomfort im stationären (Betten-)Bereich <br>- bessere Anbindung an das CMZ (kürzere Patiet:innenwege <br>- bessere Umsetzung von Schallschutzmaßnahmen (Audiometrie) <br>","	- Berücksichtigung zukünftiger Versorungsbedarfe  <br>- Erhöhung der Versorgungsqualität (Reduktion der Wartezeiten) <br>- Stärkung des medizinischen Standards der Fachbereiche <br>- Effektivere und effizientere Gestaltung der Arbeitsabläufe bzw. des klinischen Alltags (z. B. Einführung einer zentralen Leitstelle / elektronische Unterstützung, Einführung neuer Berufsgruppen z. B. MOA, OA) <br>- kürzere Wege <br>- Verbesserung der Patienten- und Mitarbeiter:innen-Zufriedenheit ==> Imageverbesserung <br>- fachübergreifende Vernetzung der Fächer des Kopfzentrums <br>- Beibehaltung bzw. Erhöhung der Felxibilität des med. Personals => Schonung der Personalressource <br>- kein Bedarf des Transports radioaktiver Tracer <br>- Verbesserung der interdisziplinären Zusammenarbeit der Fachbereiche <br>- Nutzung von Synergien durch die Zusammenführung einzelner bisher autarker Fachbereiche <br>- Verschiebung von Marktanteilen",19,370,0,398,"Grid44",1,5,5,1,FALSE,TRUE,NA,351,398,139698,1498,749,194.5,199,3,3,"Grid33"
"3677",324,324,601325,13,NA,NA,"","","","",NA,NA,-1,-1,1385,1383,1321,288,288,"nachhaltige Interimslösung der Räumlichkeiten zur Nachnutzung als Ausweichstation","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",33,"classic","PF15",1385,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3679",324,324,601377,9,4,1,"73","78.75","97.75","95.75",16,4,-1,-1,1321,1385,1387,289,289,"keine Kompatibilität der Projektziele mit dem Versorgungsauftrag  (z. B. Betriebsziele, politische Ziele, Umsetzung ÖSG-RSG usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",34,"classic","PU1",1321,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- Vorgaben des RSG NEU (2025) sehen wesentliche Änderungen zu dem im Projektumfang definierten Struktur- und Leistungsspektrum (Basis RSG 2020) vor (RSG 2030 könnte die Projektgrundlagen nochmals verändern ==> Stichwort: Auslagerung in die extramurale Versorgung) <br>- Unkenntnis über die Möglichkeit der Einsetzbarkeit des Faches PMR <br>- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>","	- Nicht-Erfüllung des gesetzlich definierten Versorgungsauftrags <br>- keine Projektumsetzung",292,391,17,85,"Grid14",4,5,2,1,FALSE,TRUE,NA,99,68,6732,334,167,341.5,51,5,1,"Grid15"
"3681",324,324,601429,20,1,5,"2","8.25","16","22.5",20,5,-1,-1,1387,1321,1389,290,290,"Einhaltung sicherheits- und gesundheitspolitischer Auflagen und Einschränkungen (ÖSG-RSG)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",35,"classic","PU2",1387,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","","",8,64,310,367,"Grid51",1,1,5,4,FALSE,TRUE,NA,56,57,3192,226,113,36,338.5,1,5,"Grid51"
"3683",324,324,601481,10,2,2,"6.5","78.75","22.5","95.25",16,4,-1,-1,1389,1387,1391,291,291,"Verbesserung der Positionierung am Arbeitsmarkt","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",36,"classic","PU3",1389,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","z. B. moderne Strukturen und Arbeitsabläufe","	- gesteigertes Interesse bei DGKP, PA, RT, BMA",26,90,19,85,"Grid22",1,2,2,1,FALSE,TRUE,NA,64,66,4224,260,130,58,52,1,1,"Grid11"
"3685",324,324,601533,11,2,4,"3","0.5","95.75","99.75",32,8,-1,-1,1391,1389,1393,292,292,"Verbesserung der interdisziplinären Zusammenarbeit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",37,"classic","PU4",1391,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","räumliche und organisatorische Zusammenführung","Verbesserung der Versorgungsqualität",12,383,1,398,"Grid42",1,5,5,1,FALSE,TRUE,NA,371,397,147287,1536,768,197.5,199.5,3,3,"Grid33"
"3687",324,324,601585,6,NA,NA,"","","","",NA,NA,-1,-1,1393,1391,1395,293,293,"Integration der Pädaudiometrie in die HNO bzw. Kopfzentrum","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",38,"classic","PU5",1393,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,-1,"","","	- Verbesserung der intramuralen Versorgung für Kinder;  <br>- zeitökonomisches Arbeiten möglich (dzt. Lange Wartezeiten für den Pat./weite Wege im Klinikum, direkte Kommunikation zw. Arzt und Logopädie derzeit nur eingeschränkt gegeben)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3689",324,324,601637,38,3,5,"1.75","0","91.25","95.75",60,15,-1,-1,1395,1393,1323,294,294,"Neubau","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",39,"classic","PU6",1395,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","","sprunghafte Strukturqualitätssteigerung, Minimierung der Betriebsausfälle",7,365,17,400,"Grid53",1,5,5,1,FALSE,TRUE,NA,358,383,137114,1482,741,186,208.5,3,3,"Grid33"
"3691",324,324,601689,17,4,3,"62","50.5","98.5","74.75",48,12,-1,-1,1323,1395,1325,295,295,"Projektfortschritt bzw. -laufzeiten können nicht eingehalten werden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",40,"classic","PU7",1323,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- Abwicklung der behördlichen Verfahren nicht terminkonform <br>- keine Berücksichtigung ausreichender Vorlaufzeiten für Behördenverfahren (eingeschränkte Personalkapazitäten)/notwendige Gutachten in der Projektterminplanung  <br>- zweistufige Genehmigungsverfahren für Tätigkeiten mit offenen radioaktiven Stoffen (lt. Strahlenschutzgesetz) <br>- sonstige behördliche Aktivitäten <br>- politische Einflussfaktoren => neue Priorisierung von Projekten <br>- Divergierende Ziele unterschiedlicher Vorhabenspartner (z. B. Nutzer, Anrainer, Bauherr) <br>- Unkenntnis des gesamten Projektkontext => keine Kenntnis und systematische Steuerung aller Chancen und Risiken/Stärken und Schwächen für die Projektplanung und -umsetzung  <br>- etwaige Auflagen aus diversen notwendigen Gutachten bzw. von Behörden müssen umgesetzt werden","	- zusätzliche Kosten   <br>- Verzögerung der Inbetriebnahme <br>- Versorgungsengpässe bei Betriebsausfällen in den Altstrukturen <br>- zeitliche Verzögerung <br>- Verlängerung Risiko HNO (TOP Unternehmensrisiko)",248,394,101,198,"Grid34",4,5,3,2,FALSE,TRUE,NA,146,97,14162,486,243,321,149.5,5,2,"Grid25"
"3693",324,324,601741,16,4,2,"65.5","73.25","100","97.75",32,8,-1,-1,1325,1323,1327,296,296,"keine Synchronisierung mit dem Masterplan 2030","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",41,"classic","PU8",1325,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- Masterplan ist nicht fertig gestellt (Genehmigung durch AR notwendig?) <br>- Projektpriorisierung  ist nicht eindeutig ==> keine ausreichende Abstimmung der Planungen des Projekts Kopfzentrum mit anderen leistungsbedingten Einflussbereichen wie z. B.  onkologisches Zentrum, ELKI (akute und ambulante Behandlung von Kindern)","'- Standortstrategie nicht einhaltbar <br>- Terminkollisionen",262,400,9,107,"Grid24",4,5,2,1,FALSE,TRUE,NA,138,98,13524,472,236,331,58,5,1,"Grid15"
"3695",324,324,601793,12,4,1,"67","78.75","97.5","97.25",16,4,-1,-1,1327,1325,1329,320,320,"keine Genehmigung ausreichender finanzieller Mittel","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",42,"classic","PU9",1327,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- gedeckeltes Landesbudget <br>- Projektunschärfe im Budget nicht abdeckbar <br>- im Laufe des Projekts entstehende Mehrkosten (siehe auch diverse angeführte Risiken)","	- keine bzw. nur eingeschränkte Umsetzung des Projekts <br>- Mehrkosten",268,390,11,85,"Grid14",4,5,2,1,FALSE,TRUE,NA,122,74,9028,392,196,329,48,5,1,"Grid15"
"3697",324,324,601845,6,4,1,"68.25","81.25","99.5","98",16,4,-1,-1,1329,1327,1333,321,321,"Terminkollisionen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",43,"classic","PU10",1329,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- mehrere gleichzeitig laufende Projekte (AUVA CHO) <br>- gleiches Baufeld mit etwaigen Projekt AUVA CHO","	- Projektverzögerung <br>- gleichzeitiger Zugriff auf Firmen <br>- Einschränkung der Zufahrtbereiche",273,398,8,75,"Grid14",4,5,1,1,TRUE,TRUE,NA,125,67,8375,384,192,335.5,41.5,5,1,"Grid15"
"3699",324,324,601897,7,4,1,"51.75","75.75","81.75","93",16,4,-1,-1,1333,1329,1335,299,299,"keine Identifikation der Schlüsselpositionen mit dem Projekt und den damit in Verbindung stehenden Zielen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",44,"classic","PV1",1333,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>- RSG Vorgaben nicht bekannt","Projektverzögerung",207,327,28,97,"Grid14",3,5,2,1,FALSE,TRUE,NA,120,69,8280,378,189,267,62.5,4,1,"Grid14"
"3701",324,324,601949,6,4,1,"56.75","73.25","92.75","92.25",16,4,-1,-1,1335,1333,1337,300,300,"Planungsfehler (z. B. Vorhabensbudget, Investitionsprogramm, Betriebsbudget, Folgekosten usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",45,"classic","PV2",1335,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- BO und Raum- und Funktionsplan nicht detailliert <br>- keine eindeutige Projektabgrenzung zu anderen Projekten bzw. Instandhaltung","	- Mehrkosten <br>- Verzögerung <br>",227,371,31,107,"Grid14",3,5,2,1,FALSE,TRUE,NA,144,76,10944,440,220,299,69,4,1,"Grid14"
"3703",324,324,602001,8,3,1,"40","75.25","63.5","97.5",12,3,-1,-1,1337,1335,1339,301,301,"keine Kompatibilität der Projektziele mit den Abteilungszielen/Nutzer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",46,"classic","PV3",1337,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- Auffassungsunterschiede/Interessen zw. Projektbeteiligten KM und Klinikum aufgrund unterschiedlicher Prioritäten <br>- keine Akzeptanz der Projektvorgaben durch die Nutzer","Behinderung der Projektabwicklung",160,254,10,99,"Grid13",3,4,2,1,FALSE,TRUE,NA,94,89,8366,366,183,207,54.5,3,1,"Grid13"
"3705",324,324,602053,11,3,2,"49","76.75","85","93.5",24,6,-1,-1,1339,1337,1341,302,302,"keine ausreichend klare Formulierung der Projektziele","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",47,"classic","PV4",1339,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","","	- Gefährdung den Projekterfolgs",196,340,26,93,"Grid23",3,5,2,1,FALSE,TRUE,NA,144,67,9648,422,211,268,59.5,4,1,"Grid14"
"3707",324,324,602105,6,4,2,"47.25","76.25","93.5","91.75",32,8,-1,-1,1341,1339,1343,303,303,"keine ausreichende Berücksichtigung der Nutzeranforderungen in der Planung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",48,"classic","PV5",1341,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- mangelhafte (Architekten-)Planung (unzureichendes Raumangebot)  <br> <br>- siehe beispielhaft nachfolgende Punkte: <br> Nuklearmedizin: Übersiedelung bzw. Neubau folgender Strukturen: <br>- Aufnahme Nuklearmedizin <br>- Aufnahme Schilddrüse/Spezialambulanzen <br>HNO <br>- Berücksichtigung der hohen Frequenzen (Haupteingang) <br>- Lenken der Patient:innenströme im ambulanten Bereich <br> Physikalische Medizin: <br>- Therapiebecken für Wasseranwendungen <br>- Raum Medizinische Trainingstherapie <br> Hygiene <br>- ausreichender Lagerräume und -flächen => Just in Time-Lieferungen z. B. von patientenbezogenen OP-Tassen  <br>- ausreichend Bettenlagerflächen (erhöhtes Patient:innenaufkommen in der Holdingarea OP-Bereich) <br> Technik <br>- hohe Zwischendecken (zukünftige Nachrüstungen) / Zwischendeckenelemente <br>- Aufzüge (inkl. Schachtentlüftung) redundant ausführen","	- keine Anpassung der Räumlichkeiten an die Untersuchungsanforderungen (z. B. Pädaudiometrie muss vollständig verdunkelt werden können, Waschbecken in allen Räumlichkeiten) <br>- keine korrekte Durchführung von Messungen <br>- Gefährdung des Untersuchungserfolgs  <br>- Gefährdung der Patient:innensicherheit <br>- Fülle an Anforderungen können nicht zeitnah erfüllt werden <br>- Ressourcenmehrbedarf",189,374,33,95,"Grid24",3,5,2,1,FALSE,TRUE,NA,185,62,11470,494,247,281.5,64,4,1,"Grid14"
"3709",324,324,602157,19,3,4,"44.5","42.75","66.25","61.75",48,12,-1,-1,1343,1341,1345,304,304,"Baufeld in zentralem Krankenhausumfeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",49,"classic","PV6",1343,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","(Not-)Anlieferung von Patient:innen, Logistiktransporte, Besucher","chaotische Verkehrssituation",178,265,153,229,"Grid43",3,4,3,2,FALSE,TRUE,NA,87,76,6612,326,163,221.5,191,3,3,"Grid33"
"3711",324,324,602209,7,4,1,"61","81.25","98.5","93.5",16,4,-1,-1,1345,1343,1347,305,305,"keine Berücksichtigung etwaiger gesetzlicher Vorgaben des Strahlenschutz im Rahmen von Bautätigkeiten","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",50,"classic","RA1",1345,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- Gefahrenstoffe","	- möglicherweise Abstände und Absperrungen notwendig",244,394,26,75,"Grid14",4,5,1,1,TRUE,TRUE,NA,150,49,7350,398,199,319,50.5,5,1,"Grid15"
"3713",324,324,602261,15,4,1,"50.75","65","97.5","95.5",16,4,-1,-1,1347,1345,1349,306,306,"negative Stellungnahme durch den L-RH oder sonstiger Behörden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",51,"classic","RA2",1347,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","keine Vorabklärung mit Behörden (z. B. L-RH, Sanitätsbewilligungsbehörde usw.)","	- keine Realisierungsgenehmigung <br>- zeitliche Verzögerung <br>- Mehrkosten <br>- Verlängerung Risiko HNO",203,390,18,140,"Grid14",3,5,2,1,FALSE,TRUE,NA,187,122,22814,618,309,296.5,79,4,2,"Grid24"
"3715",324,324,602313,5,4,1,"81.25","73.75","96","87.5",16,4,-1,-1,1349,1347,1351,307,307,"Verzögerungen in diversen Vergabeverfahren (Einsprüche) vor allem bei Schlüsselgewerken","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",52,"classic","RA3",1349,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","	- unklare Ausschreibungsunterlagen <br>- Vorgaben im Bezug auf den Beschaffungsprozess /Ausschreibung und Vergaben werden nicht eingehalten <br>- Willkür der Einsprucherhebenden","	- zeitliche Verzögerungen <br>- Mehrkosten",325,384,50,105,"Grid14",5,5,2,1,FALSE,FALSE,NA,59,55,3245,228,114,354.5,77.5,5,1,"Grid15"
"3717",324,324,602365,10,4,1,"46.5","82.25","96","95.25",16,4,-1,-1,1351,1349,1399,308,308,"keine ausreichende Zugangsregelung der Nuklearmedizin zum Zeitpunkt des Abbruch des Nordtraktes von Gebäude 161 und entsprechende Information aller Beteiligten darüber","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",53,"classic","SI1",1351,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","","",186,384,19,71,"Grid14",3,5,1,1,TRUE,TRUE,NA,198,52,10296,500,250,285,45,4,1,"Grid14"
"3719",324,324,602417,15,1,1,"2.75","85.75","11.75","99",4,1,-1,-1,1399,1351,1353,309,309,"Steigerung der Sicherheit von Patient:innen, Mitarbeiter:innen und Dritter","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",54,"classic","SI2",1399,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","","",11,47,4,57,"Grid11",1,1,1,1,TRUE,TRUE,NA,36,53,1908,178,89,29,30.5,1,1,"Grid11"
"3721",324,324,602469,9,5,1,"80.5","85","99.25","97.25",20,5,-1,-1,1353,1399,1355,310,310,"keine ausreichende Baugrubenabsicherung zum angrenzenden Betrieb","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",55,"classic","SI3",1353,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","","",322,397,11,60,"Grid15",5,5,1,1,TRUE,TRUE,NA,75,49,3675,248,124,359.5,35.5,5,1,"Grid15"
"3723",324,324,602521,10,5,1,"80","81.75","99","97.75",20,5,-1,-1,1355,1353,1357,311,311,"Ausfall kritischer Infrastruktur","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",56,"classic","SI4",1355,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","Anschluss- und Baumaßnahmen (Kälte, Wärme, Abwasser, Wasser usw.)","Versorgungsauftrag kann nicht erfüllt werden",320,396,9,73,"Grid15",5,5,1,1,TRUE,TRUE,NA,76,64,4864,280,140,358,41,5,1,"Grid15"
"3725",324,324,602573,9,4,1,"81","80.25","97.75","97",16,4,-1,-1,1357,1355,1359,312,312,"Kollektorgang nicht nutzbar","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",57,"classic","SI5",1357,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","Bautätigkeiten","Einschränkungen in der Versorgung ( Logistik)",324,391,12,79,"Grid14",5,5,2,1,FALSE,FALSE,NA,67,67,4489,268,134,357.5,45.5,5,1,"Grid15"
"3727",324,324,602625,10,4,3,"43.25","47.25","95","64.75",48,12,-1,-1,1359,1357,1361,313,313,"Beeinträchtigung des Zugangs/Zufahrt der Notaufnahme","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",58,"classic","SI6",1359,532,"classic","04.09.2022",1,"04.09.2022","17.08.2022","18.09.2022",1,1,"","Intensive Verschränkung des Baustellenverkehrs mit dem laufenden Betrieb im hochfrequentierten Bereich der Notfallaufnahme","Beeinflussung der (Rettungs-)Notfahrten",173,380,141,211,"Grid34",3,5,3,2,FALSE,TRUE,NA,207,70,14490,554,277,276.5,176,4,3,"Grid34"
