"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyOPixel","uncertaintyIPercent","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyPerimeterPixel","uncertaintytotalPixel","middleX","middleY","middleIGRID","middleOGRID","middleGRID","scaled_IMPACT","scaled_OCCURRENCE","scaled_X1","scaled_X2","scaled_Y1","scaled_Y2","scaled_uncertainty_X","scaled_uncertainty_Y","scaled_uncertainty_XY","scaled_uncertainty_AREA","scaled_uncertainty_PERIMETER","scaled_uncertainty_middle_X","scaled_uncertainty_middle_Y"
"2517",358,358,350309,39,4,1,"5.25","5.5","33.5","19.5",16,4,-1,-1,1333,1329,1335,299,299,"keine Identifikation der Schlüsselpositionen mit dem Projekt und den damit in Verbindung stehenden Zielen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",44,"classic","PV1",1333,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","	- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>- RSG Vorgaben nicht bekannt","Projektverzögerung",21,134,22,78,"Grid14",1,2,1,1,TRUE,FALSE,NA,113,56,28.25,14,6328,338,169,77.5,50,1,1,"Grid11",70,10,5.25,33.5,5.5,19.5,28.25,14,42.25,395.5,84.5,19.375,12.5
"2519",358,358,350345,19,4,4,"44","47","66.75","71.75",64,16,-1,-1,1335,1333,1337,300,300,"Planungsfehler (z. B. Vorhabensbudget, Investitionsprogramm, Betriebsbudget, Folgekosten usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",45,"classic","PV2",1335,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","	- BO und Raum- und Funktionsplan nicht detailliert <br>- keine eindeutige Projektabgrenzung zu anderen Projekten bzw. Instandhaltung","	- Mehrkosten <br>- Verzögerung <br>",176,267,188,287,"Grid44",3,4,3,4,TRUE,TRUE,NA,91,99,22.75,24.75,9009,380,190,221.5,237.5,3,3,"Grid33",70,70,44,66.75,47,71.75,22.75,24.75,47.5,563.0625,95,55.375,59.375
"2521",358,358,350381,9,4,2,"39.5","41.5","100","67.5",32,8,-1,-1,1337,1335,1339,301,301,"keine Kompatibilität der Projektziele mit den Abteilungszielen/Nutzer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",46,"classic","PV3",1337,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","	- Auffassungsunterschiede/Interessen zw. Projektbeteiligten KM und Klinikum aufgrund unterschiedlicher Prioritäten <br>- keine Akzeptanz der Projektvorgaben durch die Nutzer","Behinderung der Projektabwicklung",158,400,166,270,"Grid24",2,5,3,4,FALSE,TRUE,NA,242,104,60.5,26,25168,692,346,279,218,4,3,"Grid34",70,30,39.5,100,41.5,67.5,60.5,26,86.5,1573,173,69.75,54.5
"2523",358,358,350417,12,3,1,"73.5","38.75","98.5","78.75",12,3,-1,-1,1339,1337,1341,302,302,"keine ausreichend klare Formulierung der Projektziele","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",47,"classic","PV4",1339,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","","	- Gefährdung den Projekterfolgs",294,394,155,315,"Grid13",4,5,2,4,FALSE,FALSE,NA,100,160,25,40,16000,520,260,344,235,5,3,"Grid35",50,10,73.5,98.5,38.75,78.75,25,40,65,1000,130,86,58.75
"2525",358,358,350453,21,5,1,"69.5","76.75","99","99.25",20,5,-1,-1,1341,1339,1343,303,303,"keine ausreichende Berücksichtigung der Nutzeranforderungen in der Planung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",48,"classic","PV5",1341,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","	- mangelhafte (Architekten-)Planung (unzureichendes Raumangebot)  <br> <br>- siehe beispielhaft nachfolgende Punkte: <br> Nuklearmedizin: Übersiedelung bzw. Neubau folgender Strukturen: <br>- Aufnahme Nuklearmedizin <br>- Aufnahme Schilddrüse/Spezialambulanzen <br>HNO <br>- Berücksichtigung der hohen Frequenzen (Haupteingang) <br>- Lenken der Patient:innenströme im ambulanten Bereich <br> Physikalische Medizin: <br>- Therapiebecken für Wasseranwendungen <br>- Raum Medizinische Trainingstherapie <br> Hygiene <br>- ausreichender Lagerräume und -flächen => Just in Time-Lieferungen z. B. von patientenbezogenen OP-Tassen  <br>- ausreichend Bettenlagerflächen (erhöhtes Patient:innenaufkommen in der Holdingarea OP-Bereich) <br> Technik <br>- hohe Zwischendecken (zukünftige Nachrüstungen) / Zwischendeckenelemente <br>- Aufzüge (inkl. Schachtentlüftung) redundant ausführen","	- keine Anpassung der Räumlichkeiten an die Untersuchungsanforderungen (z. B. Pädaudiometrie muss vollständig verdunkelt werden können, Waschbecken in allen Räumlichkeiten) <br>- keine korrekte Durchführung von Messungen <br>- Gefährdung des Untersuchungserfolgs  <br>- Gefährdung der Patient:innensicherheit <br>- Fülle an Anforderungen können nicht zeitnah erfüllt werden <br>- Ressourcenmehrbedarf",278,396,307,397,"Grid15",4,5,4,5,FALSE,TRUE,NA,118,90,29.5,22.5,10620,416,208,337,352,5,5,"Grid55",90,10,69.5,99,76.75,99.25,29.5,22.5,52,663.75,104,84.25,88
"2527",358,358,350489,13,4,4,"74.75","44.25","100","98.25",64,16,-1,-1,1343,1341,1345,304,304,"Baufeld in zentralem Krankenhausumfeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",49,"classic","PV6",1343,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","(Not-)Anlieferung von Patient:innen, Logistiktransporte, Besucher","chaotische Verkehrssituation",299,400,177,393,"Grid44",4,5,3,5,TRUE,TRUE,NA,101,216,25.25,54,21816,634,317,349.5,285,5,4,"Grid45",70,70,74.75,100,44.25,98.25,25.25,54,79.25,1363.5,158.5,87.375,71.25
"2531",358,358,350561,12,3,3,"59","69.5","92","91.75",36,9,-1,-1,1347,1345,1349,306,306,"negative Stellungnahme durch den L-RH oder sonstiger Behörden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",51,"classic","RA2",1347,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","keine Vorabklärung mit Behörden (z. B. L-RH, Sanitätsbewilligungsbehörde usw.)","	- keine Realisierungsgenehmigung <br>- zeitliche Verzögerung <br>- Mehrkosten <br>- Verlängerung Risiko HNO",236,368,278,367,"Grid33",3,5,4,5,FALSE,TRUE,NA,132,89,33,22.25,11748,442,221,302,322.5,4,5,"Grid54",50,50,59,92,69.5,91.75,33,22.25,55.25,734.25,110.5,75.5,80.625
"2533",358,358,350597,18,3,3,"73.5","63.75","96.75","95",36,9,-1,-1,1349,1347,1351,307,307,"Verzögerungen in diversen Vergabeverfahren (Einsprüche) vor allem bei Schlüsselgewerken","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",52,"classic","RA3",1349,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","	- unklare Ausschreibungsunterlagen <br>- Vorgaben im Bezug auf den Beschaffungsprozess /Ausschreibung und Vergaben werden nicht eingehalten <br>- Willkür der Einsprucherhebenden","	- zeitliche Verzögerungen <br>- Mehrkosten",294,387,255,380,"Grid33",4,5,4,5,FALSE,FALSE,NA,93,125,23.25,31.25,11625,436,218,340.5,317.5,5,4,"Grid45",50,50,73.5,96.75,63.75,95,23.25,31.25,54.5,726.5625,109,85.125,79.375
"2535",358,358,350633,13,4,1,"70.25","70.5","99","94.25",16,4,-1,-1,1351,1349,1399,308,308,"keine ausreichende Zugangsregelung der Nuklearmedizin zum Zeitpunkt des Abbruch des Nordtraktes von Gebäude 161 und entsprechende Information aller Beteiligten darüber","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",53,"classic","SI1",1351,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","","",281,396,282,377,"Grid14",4,5,4,5,FALSE,TRUE,NA,115,95,28.75,23.75,10925,420,210,338.5,329.5,5,5,"Grid55",70,10,70.25,99,70.5,94.25,28.75,23.75,52.5,682.8125,105,84.625,82.375
"2537",358,358,350669,14,5,4,"8","3.25","96.75","92.5",80,20,-1,-1,1399,1351,1353,309,309,"Steigerung der Sicherheit von Patient:innen, Mitarbeiter:innen und Dritter","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",54,"classic","SI2",1399,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","","",32,387,13,370,"Grid45",1,5,1,5,TRUE,TRUE,NA,355,357,88.75,89.25,126735,1424,712,209.5,191.5,3,3,"Grid33",90,70,8,96.75,3.25,92.5,88.75,89.25,178,7920.9375,356,52.375,47.875
"2545",358,358,350813,14,4,4,"45.25","67.5","74.5","92.5",64,16,-1,-1,1359,1357,1361,313,313,"Beeinträchtigung des Zugangs/Zufahrt der Notaufnahme","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",58,"classic","SI6",1359,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","Intensive Verschränkung des Baustellenverkehrs mit dem laufenden Betrieb im hochfrequentierten Bereich der Notfallaufnahme","Beeinflussung der (Rettungs-)Notfahrten",181,298,270,370,"Grid44",3,4,4,5,TRUE,TRUE,NA,117,100,29.25,25,11700,434,217,239.5,320,NA,5,NA,70,70,45.25,74.5,67.5,92.5,29.25,25,54.25,731.25,108.5,59.875,80
"2547",358,358,350849,14,3,3,"37.5","69","90.25","91.25",36,9,-1,-1,1361,1359,1363,314,314,"Zeitgerechte Umsetzung/Überwachung vorhabensbezogener sicherheitstechnischer Vorgaben","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",59,"classic","SI7",1361,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","","",150,361,276,365,"Grid33",2,5,4,5,FALSE,TRUE,NA,211,89,52.75,22.25,18779,600,300,255.5,320.5,4,5,"Grid54",50,50,37.5,90.25,69,91.25,52.75,22.25,75,1173.6875,150,63.875,80.125
"2571",358,358,351281,9,4,4,"43.25","44","62.5","77.75",64,16,-1,-1,1267,1265,1373,343,343,"Lärm- und Staubbelästigung während der Bauphase der Patient:innen und Mitarbeiter:innen in den umliegenden Gebäude(-teile) ==> Nähe Notfallaufnahme ==> zentraler Verkehrsknotenpunkt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",71,"classic","UÖ1",1267,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","	- Unklare Definition der Anforderungen in den Ausschreibungsunterlagen <br>- Mangelhafte Kommunikation <br>- Mangelhafte Kontrollen <br>- Mangelndes Bewusstsein der Ausführenden <br>im Rahmen der Bautätigkeiten","	- Patient:innen und Mitarbeiter:innenunzufriedenheit <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- Höhere psychische Belastung der MA und Patient:innen <br> <br>",173,250,176,311,"Grid44",3,4,3,4,TRUE,TRUE,NA,77,135,19.25,33.75,10395,424,212,211.5,243.5,3,4,"Grid43",70,70,43.25,62.5,44,77.75,19.25,33.75,53,649.6875,106,52.875,60.875
"2573",358,358,351317,19,5,5,"79","29","99.25","95.75",100,25,-1,-1,1373,1267,1235,325,325,"Integration ressourcenschonender Energienutzungsmodelle in die Projektplanung (Alternativenergie, Passivhausstandard, Grundwasserkühlung/-energiespeicherung, Photovoltaik (z. B. in Fassade integrieren oder am Dach), Erdwärme, Sonnenschutz - starke Lamellen, Fassadenfarbe, Niedertemperatur Heiz-Kühlsystem (Baukernaktivierung,  usw.)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",72,"classic","UÖ2",1373,559,"classic","27.09.2022",2,"07.09.2022","17.08.2022","21.09.2022",1,1,"","","	- erhöhter Baukosteneinsatz <br>- zusätzliche Beschattung",316,397,116,383,"Grid55",4,5,2,5,TRUE,TRUE,NA,81,267,20.25,66.75,21627,696,348,356.5,249.5,5,4,"Grid45",90,90,79,99.25,29,95.75,20.25,66.75,87,1351.6875,174,89.125,62.375
"2603",337,337,358401,240,4,3,"58.75","39.25","83.5","61.5",48,12,-1,-1,1269,0,1271,344,344,"keine umfangreiche Information aller Betroffenen und Beteiligten (z. B. zur weiteren (Unternehmens- und Abteilungs-)Strategie bzgl. Fortbestand der Therapiestation und des Zyklotron, sowie den Funktionsräumen von Gebäude 161 (SPECT/PET); Schilddrüsenspezialambulanz)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",1,"classic","BB1",1269,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- keine umfassende, zeitgerechte Einbindung und Kommunikation und Information durch in der Projektorganisation und das KD <br>- keine ausreichenden Ressourcenverfügbarkeit für Projekttermine usw. <br>- Masterplan nicht kommuniziert","	- Projektänderungswünsche <br>- Projektverzögerungen <br>- Nutzerunzufriedenheit <br>- keine Identifikation mit dem Projekt <br>- Skepsis, Ängste bzw. keine Zustimmung der Beteiligten und Betroffenen",235,334,157,246,"Grid34",3,5,2,4,TRUE,TRUE,NA,99,89,24.75,22.25,8811,376,188,284.5,201.5,4,3,"Grid34",70,50,58.75,83.5,39.25,61.5,24.75,22.25,47,550.6875,94,71.125,50.375
"2605",337,337,358439,628,4,4,"60.75","34","80.5","53",64,16,-1,-1,1271,1269,1377,345,345,"Projektanforderungen ändern sich","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",2,"classic","BB2",1271,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"Beispiel: 
x-fache Planung Kopfzentrum in Geb. CHO","	- Wechsel der Nutzervertreter BO (z. B. durch Pensionierungen)  <br>- lange Projektlaufzeit","	- Kostensteigerungen <br>- zeitliche Verzögerungen <br>- Veränderung des technischen Standards zwischen Planung und Inbetriebnahme",243,322,136,212,"Grid44",4,5,2,3,FALSE,TRUE,NA,79,76,19.75,19,6004,310,155,282.5,174,4,3,"Grid34",70,70,60.75,80.5,34,53,19.75,19,38.75,375.25,77.5,70.625,43.5
"2607",337,337,358477,373,5,3,"68.5","32.25","96.75","55",60,15,-1,-1,1377,1271,1273,346,346,"Nutzung der Erfahrung der Beteiligten aus den Fachbereichen, Fachbereichsmitarbeiter:innen zu Beteiligten machen und einbeziehen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",3,"classic","BB3",1377,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","Frühzeitige Erhebung und Berücksichtigung von Schnittstellenproblemen und -defiziten",274,387,129,220,"Grid35",4,5,2,3,TRUE,TRUE,NA,113,91,28.25,22.75,10283,408,204,330.5,174.5,5,3,"Grid35",90,50,68.5,96.75,32.25,55,28.25,22.75,51,642.6875,102,82.625,43.625
"2609",337,337,358515,276,3,4,"36.5","54.25","62","71.75",48,12,-1,-1,1273,1377,1275,347,347,"keine ausreichende Ressourcenverfügbarkeit bei den Betroffenen und Beteiligten (z. B. für Projektsitzungen im Rahmen der Planung, Umsetzung und Übersiedelung)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",4,"classic","BB4",1273,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"aus gegebener Fragestellung entstanden seltenst verzögerte Inbetriebnahmen","im Rahmen der Projektplanung werden Dienstpläne, Urlaubszeiten oder Zeiten intensiver zusätzlicher Tätigkeiten (z. B. Jahresabschluss) nicht berücksichtigt <br>(Fachbereiche, Hygiene)","	- Projektverzögerung <br>- verzögerte Inbetriebnahme",146,248,217,287,"Grid43",2,4,3,4,TRUE,TRUE,NA,102,70,25.5,17.5,7140,344,172,197,252,3,4,"Grid43",50,70,36.5,62,54.25,71.75,25.5,17.5,43,446.25,86,49.25,63
"2611",337,337,358553,130,4,3,"39.25","38.25","62.5","54.75",48,12,-1,-1,1275,1273,1277,348,348,"Abhängigkeiten der Projektumsetzung von Einzelpersonen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",5,"classic","BB5",1275,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","",157,250,153,219,"Grid34",2,4,2,3,TRUE,TRUE,NA,93,66,23.25,16.5,6138,318,159,203.5,186,3,3,"Grid33",70,50,39.25,62.5,38.25,54.75,23.25,16.5,39.75,383.625,79.5,50.875,46.5
"2613",337,337,358591,88,3,3,"40","40.75","59.75","57.5",36,9,-1,-1,1277,1275,1279,349,349,"Veränderte bzw. nicht/besonders wahrgenommene Zuständigkeit","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",6,"classic","BB6",1277,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","",160,239,163,230,"Grid33",3,3,3,3,TRUE,TRUE,NA,79,67,19.75,16.75,5293,292,146,199.5,196.5,3,3,"Grid33",50,50,40,59.75,40.75,57.5,19.75,16.75,36.5,330.8125,73,49.875,49.125
"2615",337,337,358629,63,4,3,"62.25","39.5","78","53.75",48,12,-1,-1,1279,1277,1281,350,350,"neue, überzogene (An-)Forderungen der Nutzer/Partner","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",7,"classic","BB7",1279,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",249,312,158,215,"Grid34",4,4,2,3,TRUE,TRUE,NA,63,57,15.75,14.25,3591,240,120,280.5,186.5,4,3,"Grid34",70,50,62.25,78,39.5,53.75,15.75,14.25,30,224.4375,60,70.125,46.625
"2617",337,337,358667,69,4,2,"63.75","16.5","79.75","30.75",32,8,-1,-1,1281,1279,1283,351,351,"Falsche oder nicht ausgesprochene Erwartungen durch Nutzer, Partner, Anrainer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",8,"classic","BB8",1281,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",255,319,66,123,"Grid24",4,4,1,2,TRUE,TRUE,NA,64,57,16,14.25,3648,242,121,287,94.5,4,2,"Grid24",70,30,63.75,79.75,16.5,30.75,16,14.25,30.25,228,60.5,71.75,23.625
"2619",337,337,358705,48,3,3,"42.75","41.75","59.5","55.25",36,9,-1,-1,1283,1281,1285,352,352,"Überlastung des Projektteams","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",9,"classic","BB9",1283,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","mehrere gleichzeitig laufende Projekte","Projektverzögerung",171,238,167,221,"Grid33",3,3,3,3,TRUE,TRUE,NA,67,54,16.75,13.5,3618,242,121,204.5,194,3,3,"Grid33",50,50,42.75,59.5,41.75,55.25,16.75,13.5,30.25,226.125,60.5,51.125,48.5
"2621",337,337,358743,81,4,3,"62.25","36.75","81","54.75",48,12,-1,-1,1285,1283,1287,353,353,"mangelnde Unterstützung/Widerstand von Beteiligten und Betroffenen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",10,"classic","BB10",1285,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","Projektverzögerung",249,324,147,219,"Grid34",4,5,2,3,TRUE,TRUE,NA,75,72,18.75,18,5400,294,147,286.5,183,4,3,"Grid34",70,50,62.25,81,36.75,54.75,18.75,18,36.75,337.5,73.5,71.625,45.75
"2623",337,337,358781,94,3,4,"41.25","57.25","66.5","75",48,12,-1,-1,1287,1285,1289,354,354,"langwierige Entscheidungsfindung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",11,"classic","OR1",1287,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- unklare Entscheidungs- und Freigabeprozesse <br>- unklare Zuständigkeiten <br>- keine klare Festlegung, Darstellung und Kommunikation des Projektaufbau und -ablauforganisations sowie der Entscheidungsmatrix <br>- Wechsel von Schlüsselpersonen","	- Projektverzögerung",165,266,229,300,"Grid43",3,4,3,4,TRUE,TRUE,NA,101,71,25.25,17.75,7171,344,172,215.5,264.5,3,4,"Grid43",50,70,41.25,66.5,57.25,75,25.25,17.75,43,448.1875,86,53.875,66.125
"2625",337,337,358819,53,4,2,"65.5","17.25","82","32.25",32,8,-1,-1,1289,1287,1291,355,355,"unzureichende Kompetenz und Erfahrung des Projektleiter, Krankenhaushygienikers usw.","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",12,"classic","OR2",1289,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- Projektleiter bzw. Hygieniker ist zu kurz im Unternehmen, um die Struktur und Handlungsweisen des Unternehmens zu verstehen","	- Projektverzögerung",262,328,69,129,"Grid24",4,5,1,2,TRUE,TRUE,NA,66,60,16.5,15,3960,252,126,295,99,4,2,"Grid24",70,30,65.5,82,17.25,32.25,16.5,15,31.5,247.5,63,73.75,24.75
"2627",337,337,358857,47,2,2,"45.25","31","62.5","43.25",16,4,-1,-1,1291,1289,1293,356,356,"keine Integration QMS und RMS","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",13,"classic","OR3",1291,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","",181,250,124,173,"Grid22",3,4,2,3,TRUE,FALSE,NA,69,49,17.25,12.25,3381,236,118,215.5,148.5,3,2,"Grid23",30,30,45.25,62.5,31,43.25,17.25,12.25,29.5,211.3125,59,53.875,37.125
"2629",337,337,358895,40,4,3,"51","42.5","68","56.75",48,12,-1,-1,1293,1291,1295,357,357,"keine ausreichende Berücksichtigung/Koordination der vielen Beteiligten und/oder Schnittstellen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",14,"classic","OR4",1293,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","","",204,272,170,227,"Grid34",3,4,3,3,TRUE,TRUE,NA,68,57,17,14.25,3876,250,125,238,198.5,3,3,"Grid33",70,50,51,68,42.5,56.75,17,14.25,31.25,242.25,62.5,59.5,49.625
"2631",337,337,358933,83,4,3,"58.75","31.75","80.25","48.75",48,12,-1,-1,1295,1293,1297,358,358,"fehlende selbständige interne Koordination der Fachabteilung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",15,"classic","OR5",1295,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- kein Verständnis der übermittelten Information <br>- keine interne Kommunikation und Information in der Abteilung","Wissensdefizit <br>ineffiziente Arbeitssitzungen",235,321,127,195,"Grid34",3,5,2,3,TRUE,TRUE,NA,86,68,21.5,17,5848,308,154,278,161,4,3,"Grid34",70,50,58.75,80.25,31.75,48.75,21.5,17,38.5,365.5,77,69.5,40.25
"2633",337,337,358971,47,3,2,"43.5","31","58.5","45.5",24,6,-1,-1,1297,1295,1299,359,359,"Wechsel wesentlicher Schlüsselpersonen für die Umsetzung/Verantwortlicher im Projektteam (z. B. Projektleitung, Nutzer, Planer, Auftraggeber, Verantwortungsträger in einzelnen Bereichen z. B. Technik), Know-How-Träger stehen nicht zur Verfügung / Veränderung in den Entscheidungsstrukturen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",16,"classic","OR6",1297,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- keine rechtzeitige Nachfolgeregelung z. B. bei Pensionierungen <br>- fachliche Überforderung <br>- Neubesetzungen","	- mangelhafter Wissenstransfer <br>- Ressourcenlücken <br>- Verzögerungen bzw. Projekt kann nicht entsprechend denfinierten Projektzielen umgesetzt werden z. B. durch  Veränderungen in den Entscheidungsstrukturen",174,234,124,182,"Grid23",3,3,2,3,TRUE,TRUE,NA,60,58,15,14.5,3480,236,118,204,153,3,2,"Grid23",50,30,43.5,58.5,31,45.5,15,14.5,29.5,217.5,59,51,38.25
"2635",337,337,359009,39,3,2,"43","14.5","63.25","29.5",24,6,-1,-1,1299,1297,1301,360,360,"es besteht kein effizientes Änderungsmanagement","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",17,"classic","PA1",1299,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- zu viele Entscheider","	- Verzögerung <br>- Mehrkosten",172,253,58,118,"Grid23",3,4,1,2,TRUE,TRUE,NA,81,60,20.25,15,4860,282,141,212.5,88,3,2,"Grid23",50,30,43,63.25,14.5,29.5,20.25,15,35.25,303.75,70.5,53.125,22
"2637",337,337,359047,39,3,4,"39.25","62","59.75","78",48,12,-1,-1,1301,1299,1303,361,361,"verzögerte Freigabe von Planungsschritten und Genehmigungschritten (PA1)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",18,"classic","PA2",1301,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","	- fehlende Vorgaben Betriebsorganisation <br>- nicht geführte Diskussionen zu Fragen der Betriebsorganisation <br>- keine Klärung und Dokumentation der neuen Betriebsprozesse bzw. Patient:innenverantwortlichkeiten im neuen Behandlungsprozess","	- Verzögerung Gesamtprojektfortschritt <br>- fehlende Akzeptanz bei Nutzern",157,239,248,312,"Grid43",2,3,4,4,TRUE,TRUE,NA,82,64,20.5,16,5248,292,146,198,280,3,4,"Grid43",50,70,39.25,59.75,62,78,20.5,16,36.5,328,73,49.5,70
"2639",337,337,359085,114,4,2,"49.75","25","73.5","44.25",32,8,-1,-1,1303,1301,1305,362,362,"Raumplanung nicht am Betriebsbedarf ausgerichtet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",19,"classic","PF1",1303,551,"classic","26.08.2022",1,"26.08.2022","17.08.2022","09.09.2022",1,1,"","zu wenig Räumlichkeiten (6 OP-Räume und 2 Eingriffsräume) bzw. Platz (z. B. Ambulanzzentrum) für 60.000 ambulante Patienten jährlich","	- Einschränkung der Betriebsabläufe (ineffektiv und ineffizient) <br>- Wartezeiten für Patient:innen <br>- reduzierte Patienten- und Mitarbeiter:innen-Zufriedenheit",199,294,100,177,"Grid24",3,4,2,3,TRUE,TRUE,NA,95,77,23.75,19.25,7315,344,172,246.5,138.5,4,2,"Grid24",70,30,49.75,73.5,25,44.25,23.75,19.25,43,457.1875,86,61.625,34.625
