"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyIPercent","uncertaintyOPixel","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyAreaPercent","uncertaintyPerimeterPixel","uncertaintyPerimeterPercent","uncertaintytotalPixel","uncertaintytotalPercent"
"1665",341,341,188801,16,2,3,"48.5","46.5","54.25","51.25",24,6,-1,-1,1361,1359,1363,314,314,"Zeitgerechte Umsetzung/Überwachung vorhabensbezogener sicherheitstechnischer Vorgaben","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",59,"classic","SI7",1361,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","","",194,217,186,205,NA,3,3,3,3,TRUE,FALSE,NA,23,5.75,19,4.75,437,699200,84,1344,42,336
"1667",341,341,188821,12,3,4,"61.25","68","67.25","72.25",48,12,-1,-1,1363,1361,1365,315,315,"keine ausreichende Einbindung und Information der Sicherheitsbeauftragten über sicherheitsrelevante Faktoren","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",60,"classic","SI8",1363,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","","",245,269,272,289,NA,4,4,2,2,TRUE,FALSE,NA,24,6,17,4.25,408,652800,82,1312,41,328
"1669",341,341,188841,8,4,5,"92.5","48.25","99.25","52.75",80,20,-1,-1,1365,1363,1401,316,316,"Gefährdung des Abklingbeckens durch Bestandsabriss in Nähe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",61,"classic","SI9",1365,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","Baumaßnahmen","Gefährdung des Grundwassers",370,397,193,211,NA,5,5,3,3,TRUE,FALSE,NA,27,6.75,18,4.5,486,777600,90,1440,45,360
"1671",341,341,188861,4,4,4,"72","16.25","81.5","21",64,16,-1,-1,1401,1365,1367,317,317,"Verbesserung der technischen Betriebssicherheit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",62,"classic","TE1",1401,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","","",288,326,65,84,NA,4,5,4,5,TRUE,TRUE,NA,38,9.5,19,4.75,722,1155200,114,1824,57,456
"1673",341,341,188881,10,4,5,"71.5","43.5","76.75","46.25",80,20,-1,-1,1367,1401,1403,318,318,"Beschädigung bzw. Beeinträchtigung der Betriebsbereitschaft sensibler medizintechnischer Geräte (z. B. SPECT Kameras, Szintillationskristalle) Bestand und Siedlungsgut","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",63,"classic","TE2",1367,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","	- Abriss <br>- Erschütterungen <br>- Temperaturschwankungen <br>- Staubentwicklung","Gefährdung der Patient:innensicherheit",286,307,174,185,NA,4,4,3,3,FALSE,FALSE,NA,21,5.25,11,2.75,231,369600,64,1024,32,256
"1675",341,341,188901,13,5,4,"70.75","25","78.75","30.5",80,20,-1,-1,1403,1367,1369,319,319,"Zusammenführung, Anbindung, Harmonisierung struktureller und technischer Standards und deren Auslegung (alt/neu) ==> Implementierung aktueller Haus- und Betriebstechnik","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",64,"classic","TE3",1403,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","	- Umsetzung eines Neubaus","	- moderne, gleichwertige technische Infrastruktur <br>- Anlagenredundanz",283,315,100,122,NA,4,4,4,4,TRUE,FALSE,NA,32,8,22,5.5,704,1126400,108,1728,54,432
"1677",341,341,188921,8,NA,NA,"","","","",NA,NA,-1,-1,1369,1403,1371,322,322,"Fernwärme/Kälteversorgung für zukünftige Versorgung berücksichtigen (Neuverlegung, Trassenführung)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",65,"classic","TE4",1369,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679",341,341,188941,6,4,4,"86.5","4.25","94.25","9.25",64,16,-1,-1,1371,1369,1233,323,323,"Kollektorgänge für zukünftige Erweiterungen vorbereitet (Onkozentrum)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",66,"classic","TE5",1371,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","","",346,377,17,37,NA,5,5,5,5,FALSE,FALSE,NA,31,7.75,20,5,620,992000,102,1632,51,408
"1681",341,341,188961,9,4,5,"96.5","75.75","99.75","79",80,20,-1,-1,1233,1371,1261,324,324,"keine absolute Staubfreiheit im Strahlenbereich für offene radioaktive Stoffe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",67,"classic","TE6",1233,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","","",386,399,303,316,NA,5,5,2,2,TRUE,FALSE,NA,13,3.25,13,3.25,169,270400,52,832,26,208
"1683",341,341,188981,10,NA,NA,"","","","",NA,NA,-1,-1,1261,1233,1263,340,340,"IT- und MT-Schnittstellenproblematiken zwischen den Einrichtungen werden nicht ausreichend berücksichtigt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",68,"classic","TE7",1261,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685",341,341,189001,11,4,5,"93","43.75","99","46",80,20,-1,-1,1263,1261,1265,341,341,"Hebeanlage CMZ-Abwasser befindet sich direkt am Baufeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",69,"classic","TE8",1263,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","","keine Abwasserentsorgung vom CMZ möglich",372,396,175,184,NA,5,5,3,3,TRUE,FALSE,NA,24,6,9,2.25,216,345600,66,1056,33,264
"1687",341,341,189021,20,4,5,"94.25","35","97.75","40.25",80,20,-1,-1,1265,1263,1267,342,342,"Statik der  zweiten  Med für Umbauten des Bestandes nicht geeignet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",70,"classic","TE9",1265,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","	- Zustand Altbestand","erhebliche Mehrkosten für Umbau und Abriss",377,391,140,161,NA,5,5,3,4,TRUE,TRUE,NA,14,3.5,21,5.25,294,470400,70,1120,35,280
"1689",341,341,189041,16,4,5,"59.5","11","64","15",80,20,-1,-1,1267,1265,1373,343,343,"Lärm- und Staubbelästigung während der Bauphase der Patient:innen und Mitarbeiter:innen in den umliegenden Gebäude(-teile) ==> Nähe Notfallaufnahme ==> zentraler Verkehrsknotenpunkt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",71,"classic","UÖ1",1267,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","	- Unklare Definition der Anforderungen in den Ausschreibungsunterlagen <br>- Mangelhafte Kommunikation <br>- Mangelhafte Kontrollen <br>- Mangelndes Bewusstsein der Ausführenden <br>im Rahmen der Bautätigkeiten","	- Patient:innen und Mitarbeiter:innenunzufriedenheit <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- Höhere psychische Belastung der MA und Patient:innen <br> <br>",238,256,44,60,NA,3,4,5,5,FALSE,FALSE,NA,18,4.5,16,4,288,460800,68,1088,34,272
"1691",341,341,189061,22,5,4,"77.5","8.5","82.5","15.25",80,20,-1,-1,1373,1267,1235,325,325,"Integration ressourcenschonender Energienutzungsmodelle in die Projektplanung (Alternativenergie, Passivhausstandard, Grundwasserkühlung/-energiespeicherung, Photovoltaik (z. B. in Fassade integrieren oder am Dach), Erdwärme, Sonnenschutz - starke Lamellen, Fassadenfarbe, Niedertemperatur Heiz-Kühlsystem (Baukernaktivierung,  usw.)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",72,"classic","UÖ2",1373,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","","	- erhöhter Baukosteneinsatz <br>- zusätzliche Beschattung",310,330,34,61,NA,4,5,5,5,TRUE,TRUE,NA,20,5,27,6.75,540,864000,94,1504,47,376
"1693",341,341,189081,10,4,5,"45.75","3.5","49.25","6.25",80,20,-1,-1,1235,1373,1237,326,326,"Erschütterungen während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",73,"classic","UÖ3",1235,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","Nähe Baufeld","	- Patient:innen und Mitarbeiter:innen Unzufriedenheit <br>- Schädigung etwaiger hochsensibler medizinsicher Geräte (z. B. SPECT Kamera, PET/CT) <br>- Beeinträchtigung bei Operationen <br>- Schädigung angrenzender Gebäude(-teile) <br>- Reduzierte Sicherheit der Patienten:innen und Mitarbeiter:innen <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- höhere psychische Belastung der MA und Patient:innen",183,197,14,25,NA,3,3,5,5,FALSE,FALSE,NA,14,3.5,11,2.75,154,246400,50,800,25,200
"1695",341,341,189101,15,4,3,"65.75","21.5","73","25",48,12,-1,-1,1237,1235,1239,327,327,"unbekannte Einbauten im Boden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",74,"classic","UÖ4",1237,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","	- keine vorliegenden Unterlagen","	- Mehrkosten",263,292,86,100,NA,4,4,4,4,FALSE,TRUE,NA,29,7.25,14,3.5,406,649600,86,1376,43,344
"1697",341,341,189121,13,2,3,"61","44.5","67.25","50",24,6,-1,-1,1239,1237,1241,328,328,"keine Kenntnis über das Ausmaß des kontaminierten Abbruchmaterials (Asbest, gefährliche Stoffe) und kontaminierte Einbauten im Baugrund","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",75,"classic","UÖ5",1239,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","alte Baureste (Sondermüll) z. B. Abriss Schilddrüsenambulanz","	- Mehrkosten <br>- Baustelleneinschränkungen <br>- (erhöhte) Umweltauflagen werden nicht eingehalten",244,269,178,200,NA,4,4,3,3,FALSE,FALSE,NA,25,6.25,22,5.5,550,880000,94,1504,47,376
"1699",341,341,189141,10,3,4,"95.5","51.5","99.5","56.5",48,12,-1,-1,1241,1239,1243,329,329,"Verunreinigung angrenzender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",76,"classic","UÖ6",1241,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","Abklingbecken der Nuklearmedizin","	- Mehrkosten <br>- Projektverzögerungen <br>- Image <br>- Verunreinigung des Grundwassers",382,398,206,226,NA,5,5,3,3,FALSE,TRUE,NA,16,4,20,5,320,512000,72,1152,36,288
"1701",341,341,189161,19,5,3,"43","57","49","62",60,15,-1,-1,1243,1241,1245,330,330,"Verunreinigung des Grundwasser","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",77,"classic","UÖ7",1243,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","	- bauliche Tätigkeiten","Verlust des Trinkwasser",172,196,228,248,NA,3,3,2,3,TRUE,FALSE,NA,24,6,20,5,480,768000,88,1408,44,352
"1703",341,341,189181,14,2,3,"41.75","59.5","50.75","64.25",24,6,-1,-1,1245,1243,1375,331,331,"unkontrollierter Wassereintritt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",78,"classic","UÖ8",1245,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","	- Hochwasserschutz wurde nicht ausreichend berücksichtigt <br>- mangelnde Abdeckarbeiten im Zuge der Bautätigkeiten","	- Personenschaden <br>- Sachschaden  <br>- Bauverzögerung <br>- Sach- bzw. Personenschaden",167,203,238,257,NA,3,3,2,3,TRUE,TRUE,NA,36,9,19,4.75,684,1094400,110,1760,55,440
"1705",341,341,189201,7,4,4,"65.75","26.5","72.5","32",64,16,-1,-1,1375,1245,1247,332,332,"Förderungen lukrieren","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",79,"classic","UÖ9",1375,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","","Budgetschonung",263,290,106,128,NA,4,4,4,4,TRUE,TRUE,NA,27,6.75,22,5.5,594,950400,98,1568,49,392
"1707",341,341,189221,18,3,3,"51.5","51","54.5","54",36,9,-1,-1,1247,1375,1249,333,333,"Beschaffenheit des Baugrunds nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",80,"classic","UV1",1247,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","	- Materialaufbau <br>- Grundwasser <br>- Bestandseinbauten <br>- Kriegsdelikte","	- Mehrkosten <br>- zeitliche Verzögerung <br>- Gefährdung von Personen und Strukturen",206,218,204,216,NA,3,3,3,3,TRUE,TRUE,NA,12,3,12,3,144,230400,48,768,24,192
"1709",341,341,189241,22,3,3,"45","66.75","50","70.25",36,9,-1,-1,1249,1247,1251,334,334,"Altbestand nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",81,"classic","UV2",1249,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","	- Gebäude am Baufeld tlw. in Betrieb <br>- Bestandsunterlagen zur Statik liegen nicht vor","	- Mehrkosten <br>- zeitliche Verzögerung Umsetzungsprojekt <br>- Gefährdung von Personen und Strukturen",180,200,267,281,NA,3,3,2,2,TRUE,FALSE,NA,20,5,14,3.5,280,448000,68,1088,34,272
"1711",341,341,189261,13,4,4,"47.25","63.75","52.25","66.75",64,16,-1,-1,1251,1249,1253,335,335,"nicht einschätzbare Beschaffungsmarkt-  und -angebotspreisentwicklung,","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",82,"classic","UV3",1251,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt durch fehlende Finanzierung nicht einhaltbar",189,209,255,267,NA,3,3,2,2,FALSE,FALSE,NA,20,5,12,3,240,384000,64,1024,32,256
"1713",341,341,189281,53,4,3,"92.5","29.25","96.5","33.25",48,12,-1,-1,1253,1251,1255,336,336,"nicht einschätzbare Verzögerungen, Unterbrechungen und Ausfälle von Lieferketten und Leistungen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",83,"classic","UV4",1253,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt",370,386,117,133,NA,5,5,4,4,FALSE,TRUE,NA,16,4,16,4,256,409600,64,1024,32,256
"1715",341,341,189301,14,4,3,"94.25","73","99.5","76",48,12,-1,-1,1255,1253,1257,337,337,"Konkurs von Auftragsnehmern","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",84,"classic","UV5",1255,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","","Bau- und Projektverzug",377,398,292,304,NA,5,5,2,2,FALSE,FALSE,NA,21,5.25,12,3,252,403200,66,1056,33,264
"1717",341,341,189321,10,2,3,"54","53.25","60.25","56",24,6,-1,-1,1257,1255,1259,338,338,"fehlende Bieter im Vergabeverfahren (z. B. Planer und ausführende Gewerke)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",85,"classic","UV6",1257,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,1,"","Marktsituation","Bau- und Projektverzug",216,241,213,224,NA,3,4,3,3,TRUE,FALSE,NA,25,6.25,11,2.75,275,440000,72,1152,36,288
"1719",341,341,189341,16,NA,NA,"","","","",NA,NA,-1,-1,1259,1257,0,339,339,"Änderung/Reduktion der/des medizinischen Leistungsplanung/-spektrums/-angebotsplanung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",86,"classic","UV7",1259,528,"classic","06.09.2022",1,"06.09.2022","17.08.2022","20.09.2022",1,-1,"","	- keine umfassende Berücksichtigung des gesundheitspolitischen Bedarfs sowie der Nutzeranforderungen <br>- Reduktion der räumlichen Strukturen <br>- Neudefinition von Prozessen aufgrund eines veränderten diagnostischen Ablaufs <br>- betriebsorganisatorische und personalstrukturelle Veränderungen","	- keine Deckung der Nachfrage <br>- keine Erfüllung des Versorgungsauftrags",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721",364,364,189361,66,3,4,"36.25","35","68.25","57.5",48,12,-1,-1,1269,0,1271,344,344,"keine umfangreiche Information aller Betroffenen und Beteiligten (z. B. zur weiteren (Unternehmens- und Abteilungs-)Strategie bzgl. Fortbestand der Therapiestation und des Zyklotron, sowie den Funktionsräumen von Gebäude 161 (SPECT/PET); Schilddrüsenspezialambulanz)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",1,"classic","BB1",1269,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","	- keine umfassende, zeitgerechte Einbindung und Kommunikation und Information durch in der Projektorganisation und das KD <br>- keine ausreichenden Ressourcenverfügbarkeit für Projekttermine usw. <br>- Masterplan nicht kommuniziert","	- Projektänderungswünsche <br>- Projektverzögerungen <br>- Nutzerunzufriedenheit <br>- keine Identifikation mit dem Projekt <br>- Skepsis, Ängste bzw. keine Zustimmung der Beteiligten und Betroffenen",145,273,140,230,NA,2,4,3,4,TRUE,TRUE,NA,128,32,90,22.5,11520,18432000,436,6976,218,1744
"1723",364,364,189383,287,2,2,"25","23.5","55","45.25",16,4,-1,-1,1271,1269,1377,345,345,"Projektanforderungen ändern sich","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",2,"classic","BB2",1271,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","	- Wechsel der Nutzervertreter BO (z. B. durch Pensionierungen)  <br>- lange Projektlaufzeit","	- Kostensteigerungen <br>- zeitliche Verzögerungen <br>- Veränderung des technischen Standards zwischen Planung und Inbetriebnahme",100,220,94,181,NA,2,3,3,4,TRUE,FALSE,NA,120,30,87,21.75,10440,16704000,414,6624,207,1656
"1725",364,364,189405,24,4,4,"38","37.5","74.5","60.25",64,16,-1,-1,1377,1271,1273,346,346,"Nutzung der Erfahrung der Beteiligten aus den Fachbereichen, Fachbereichsmitarbeiter:innen zu Beteiligten machen und einbeziehen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",3,"classic","BB3",1377,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","","Frühzeitige Erhebung und Berücksichtigung von Schnittstellenproblemen und -defiziten",152,298,150,241,NA,2,4,2,4,TRUE,TRUE,NA,146,36.5,91,22.75,13286,21257600,474,7584,237,1896
"1727",364,364,189427,23,2,5,"33.5","33.75","70.75","58.5",40,10,-1,-1,1273,1377,1275,347,347,"keine ausreichende Ressourcenverfügbarkeit bei den Betroffenen und Beteiligten (z. B. für Projektsitzungen im Rahmen der Planung, Umsetzung und Übersiedelung)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",4,"classic","BB4",1273,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","im Rahmen der Projektplanung werden Dienstpläne, Urlaubszeiten oder Zeiten intensiver zusätzlicher Tätigkeiten (z. B. Jahresabschluss) nicht berücksichtigt <br>(Fachbereiche, Hygiene)","	- Projektverzögerung <br>- verzögerte Inbetriebnahme",134,283,135,234,NA,2,4,3,4,FALSE,FALSE,NA,149,37.25,99,24.75,14751,23601600,496,7936,248,1984
"1729",364,364,189449,12,3,4,"29","28.5","69","54",48,12,-1,-1,1275,1273,1277,348,348,"Abhängigkeiten der Projektumsetzung von Einzelpersonen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",5,"classic","BB5",1275,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","","",116,276,114,216,NA,2,4,3,4,TRUE,TRUE,NA,160,40,102,25.5,16320,26112000,524,8384,262,2096
"1731",364,364,189471,11,3,4,"22.25","28.5","70","57.75",48,12,-1,-1,1277,1275,1279,349,349,"Veränderte bzw. nicht/besonders wahrgenommene Zuständigkeit","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",6,"classic","BB6",1277,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","","",89,280,114,231,NA,2,4,3,4,TRUE,TRUE,NA,191,47.75,117,29.25,22347,35755200,616,9856,308,2464
"1733",364,364,189493,34,3,3,"31.5","36.5","64.75","55.75",36,9,-1,-1,1279,1277,1281,350,350,"neue, überzogene (An-)Forderungen der Nutzer/Partner","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",7,"classic","BB7",1279,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",126,259,146,223,NA,2,4,3,4,TRUE,TRUE,NA,133,33.25,77,19.25,10241,16385600,420,6720,210,1680
"1735",364,364,189515,16,2,3,"30","38.25","71.75","56.75",24,6,-1,-1,1281,1279,1283,351,351,"Falsche oder nicht ausgesprochene Erwartungen durch Nutzer, Partner, Anrainer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",8,"classic","BB8",1281,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",120,287,153,227,NA,2,4,3,4,TRUE,FALSE,NA,167,41.75,74,18.5,12358,19772800,482,7712,241,1928
"1737",364,364,189537,21,2,4,"30","32.75","75.25","54.5",32,8,-1,-1,1283,1281,1285,352,352,"Überlastung des Projektteams","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",9,"classic","BB9",1283,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","mehrere gleichzeitig laufende Projekte","Projektverzögerung",120,301,131,218,NA,2,4,3,4,TRUE,FALSE,NA,181,45.25,87,21.75,15747,25195200,536,8576,268,2144
"1739",364,364,189559,14,2,3,"32.5","36.75","69.25","55",24,6,-1,-1,1285,1283,1287,353,353,"mangelnde Unterstützung/Widerstand von Beteiligten und Betroffenen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",10,"classic","BB10",1285,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","","Projektverzögerung",130,277,147,220,NA,2,4,3,4,TRUE,FALSE,NA,147,36.75,73,18.25,10731,17169600,440,7040,220,1760
"1741",364,364,189581,18,2,3,"26","37.75","66.5","59.5",24,6,-1,-1,1287,1285,1289,354,354,"langwierige Entscheidungsfindung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",11,"classic","OR1",1287,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","	- unklare Entscheidungs- und Freigabeprozesse <br>- unklare Zuständigkeiten <br>- keine klare Festlegung, Darstellung und Kommunikation des Projektaufbau und -ablauforganisations sowie der Entscheidungsmatrix <br>- Wechsel von Schlüsselpersonen","	- Projektverzögerung",104,266,151,238,NA,2,4,3,4,TRUE,FALSE,NA,162,40.5,87,21.75,14094,22550400,498,7968,249,1992
"1743",364,364,189603,16,2,3,"37.75","42","75.5","60.25",24,6,-1,-1,1289,1287,1291,355,355,"unzureichende Kompetenz und Erfahrung des Projektleiter, Krankenhaushygienikers usw.","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",12,"classic","OR2",1289,555,"classic","17.08.2022",1,"18.08.2022","17.08.2022","05.09.2022",1,1,"","	- Projektleiter bzw. Hygieniker ist zu kurz im Unternehmen, um die Struktur und Handlungsweisen des Unternehmens zu verstehen","	- Projektverzögerung",151,302,168,241,NA,2,4,2,3,TRUE,TRUE,NA,151,37.75,73,18.25,11023,17636800,448,7168,224,1792
